,name,id,address,date,kWh,public_url,installationDate,uid,datetime,Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),maximumPower
62,Telus Spark,594148,220 ST GEORGES DR NE,25/11/2017 16:00,0.103,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-25 16:00:00,2017-11-25 16:00:00,2017,11,25,15,30,1.5,1.36,0.014,0.62,27,613,105,7,7,-1.5,62,182,7,86,0.263,80.35000000000001,82.7,0.91,0.14,887,0.8,250,1.2000000000000002,0.0,0.0,273.0
63,Telus Spark,594148,220 ST GEORGES DR NE,26/11/2017 8:00,0.183,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-26 08:00:00,2017-11-26 08:00:00,2017,11,26,7,30,-1.7000000000000002,1.37,0.02,0.62,0,0,0,0,1,-3.8,0,0,0,0,0.27,85.46000000000001,96.39,0.92,0.14,880,1.1,187,1.9,0.0,0.0,273.0
64,Telus Spark,594148,220 ST GEORGES DR NE,26/11/2017 9:00,0.887,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-26 09:00:00,2017-11-26 09:00:00,2017,11,26,8,30,-0.3,1.39,0.018,0.62,13,315,24,0,1,-3.0,13,315,0,24,0.269,82.13,88.10000000000001,0.91,0.14,879,1.0,186,2.3000000000000003,0.0,0.0,273.0
65,Telus Spark,594148,220 ST GEORGES DR NE,26/11/2017 10:00,1.316,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-26 10:00:00,2017-11-26 10:00:00,2017,11,26,9,30,2.1,1.43,0.016,0.62,30,645,126,1,1,-1.6,30,645,1,126,0.27,76.71000000000001,81.46000000000001,0.9,0.14,878,0.9,185,2.9000000000000004,0.0,0.0,273.0
66,Telus Spark,594148,220 ST GEORGES DR NE,26/11/2017 11:00,4.361,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-26 11:00:00,2017-11-26 11:00:00,2017,11,26,10,30,4.2,1.4,0.018,0.62,39,774,223,0,1,-0.4,39,774,0,223,0.271,71.83,76.26,0.9,0.14,877,0.8,182,3.1,10.7917,8.2744,273.0
67,Telus Spark,594148,220 ST GEORGES DR NE,26/11/2017 12:00,4.669,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-26 12:00:00,2017-11-26 12:00:00,2017,11,26,11,30,5.9,1.35,0.017,0.62,43,838,288,7,8,0.5,143,169,7,193,0.269,68.41,73.03,0.91,0.14,876,0.7000000000000001,180,3.1,9.6085,7.4088,273.0
68,Telus Spark,594148,220 ST GEORGES DR NE,26/11/2017 13:00,4.479,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-26 13:00:00,2017-11-26 13:00:00,2017,11,26,12,30,6.5,1.35,0.019,0.62,46,848,306,7,8,1.3,141,275,7,225,0.267,69.62,72.10000000000001,0.92,0.14,875,0.7000000000000001,182,2.8000000000000003,11.2991,8.7249,273.0
69,Telus Spark,594148,220 ST GEORGES DR NE,26/11/2017 14:00,2.418,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-26 14:00:00,2017-11-26 14:00:00,2017,11,26,13,30,6.2,1.34,0.022,0.62,45,814,276,7,8,1.8,122,303,7,208,0.265,73.43,73.56,0.92,0.14,874,0.8,187,2.5,10.3044,7.9386,273.0
70,Telus Spark,594148,220 ST GEORGES DR NE,26/11/2017 15:00,1.562,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-26 15:00:00,2017-11-26 15:00:00,2017,11,26,14,30,5.6000000000000005,1.34,0.024,0.62,41,736,203,7,4,1.8,109,246,7,163,0.265,76.44,77.25,0.93,0.14,873,0.9,193,2.5,7.8333,5.995,273.0
71,Telus Spark,594148,220 ST GEORGES DR NE,26/11/2017 16:00,0.091,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-26 16:00:00,2017-11-26 16:00:00,2017,11,26,15,30,4.9,1.34,0.025,0.62,30,574,102,7,4,1.7000000000000002,66,16,7,68,0.265,79.51,82.83,0.93,0.14,872,0.9,201,2.7,0.0,0.0,273.0
72,Telus Spark,594148,220 ST GEORGES DR NE,27/11/2017 8:00,0.345,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-27 08:00:00,2017-11-27 08:00:00,2017,11,27,7,30,-0.6000000000000001,1.54,0.017,0.62,0,0,0,0,8,-10.3,0,0,0,0,0.338,47.91,96.59,0.89,0.14,875,0.4,255,4.3,0.0,0.0,273.0
73,Telus Spark,594148,220 ST GEORGES DR NE,27/11/2017 11:00,4.189,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-27 11:00:00,2017-11-27 11:00:00,2017,11,27,10,30,2.7,1.65,0.02,0.62,40,797,226,0,0,-8.200000000000001,40,797,0,226,0.336,44.53,76.45,0.88,0.14,877,0.4,262,5.800000000000001,10.9212,8.3707,273.0
74,Telus Spark,594148,220 ST GEORGES DR NE,27/11/2017 12:00,6.928,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-27 12:00:00,2017-11-27 12:00:00,2017,11,27,11,30,3.7,1.6,0.019,0.62,44,855,290,0,1,-7.7,44,855,0,290,0.334,43.12,73.22,0.89,0.14,878,0.4,270,6.1000000000000005,14.4121,11.1094,273.0
75,Telus Spark,594148,220 ST GEORGES DR NE,27/11/2017 15:00,0.746,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-27 15:00:00,2017-11-27 15:00:00,2017,11,27,14,30,2.7,1.42,0.019,0.62,39,792,211,0,0,-11.0,39,792,0,211,0.33,35.79,77.39,0.9,0.14,881,0.3,284,5.6000000000000005,10.1313,7.7518,273.0
76,Telus Spark,594148,220 ST GEORGES DR NE,27/11/2017 16:00,0.101,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-27 16:00:00,2017-11-27 16:00:00,2017,11,27,15,30,1.1,1.37,0.02,0.62,28,619,104,0,1,-10.9,28,619,0,104,0.328,40.48,82.95,0.89,0.14,882,0.4,285,4.0,0.0,0.0,273.0
77,Telus Spark,594148,220 ST GEORGES DR NE,28/11/2017 8:00,0.24,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-28 08:00:00,2017-11-28 08:00:00,2017,11,28,7,30,-1.9,1.24,0.042,0.62,0,0,0,4,8,-8.0,0,0,4,0,0.287,63.14,96.77,0.94,0.14,886,0.6000000000000001,229,2.3000000000000003,0.0,0.0,273.0
78,Telus Spark,594148,220 ST GEORGES DR NE,28/11/2017 9:00,1.338,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-28 09:00:00,2017-11-28 09:00:00,2017,11,28,8,30,-1.4,1.24,0.041,0.62,14,225,20,4,8,-7.7,11,0,4,11,0.286,62.17,88.45,0.94,0.14,885,0.6000000000000001,221,2.3000000000000003,0.0,0.0,273.0
79,Telus Spark,594148,220 ST GEORGES DR NE,28/11/2017 10:00,2.99,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-28 10:00:00,2017-11-28 10:00:00,2017,11,28,9,30,-0.4,1.25,0.04,0.62,36,586,119,4,8,-7.4,78,61,4,86,0.284,59.27,81.84,0.94,0.14,885,0.6000000000000001,216,2.4000000000000004,0.0,0.0,273.0
80,Telus Spark,594148,220 ST GEORGES DR NE,28/11/2017 11:00,4.436,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-28 11:00:00,2017-11-28 11:00:00,2017,11,28,10,30,0.7000000000000001,1.24,0.039,0.62,47,732,217,4,8,-7.1000000000000005,103,346,4,183,0.284,55.97,76.64,0.94,0.14,885,0.6000000000000001,212,2.5,8.8309,6.7662,273.0
81,Telus Spark,594148,220 ST GEORGES DR NE,28/11/2017 12:00,4.35,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-28 12:00:00,2017-11-28 12:00:00,2017,11,28,11,30,1.6,1.24,0.036,0.62,52,792,278,4,8,-6.6000000000000005,137,265,4,213,0.284,54.32,73.41,0.94,0.14,885,0.7000000000000001,208,2.6,10.5668,8.1427,273.0
82,Telus Spark,594148,220 ST GEORGES DR NE,28/11/2017 13:00,4.405,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-28 13:00:00,2017-11-28 13:00:00,2017,11,28,12,30,2.2,1.24,0.032,0.62,52,809,296,4,6,-6.2,111,21,4,118,0.283,53.94,72.45,0.95,0.14,884,0.8,209,2.7,5.9064,4.5584,273.0
83,Telus Spark,594148,220 ST GEORGES DR NE,28/11/2017 14:00,4.136,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-28 14:00:00,2017-11-28 14:00:00,2017,11,28,13,30,2.3000000000000003,1.23,0.029,0.62,48,792,269,4,6,-5.9,132,65,4,150,0.283,54.85,73.87,0.95,0.14,883,0.8,210,2.5,7.4099,5.7057,273.0
84,Telus Spark,594148,220 ST GEORGES DR NE,28/11/2017 15:00,2.076,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-28 15:00:00,2017-11-28 15:00:00,2017,11,28,14,30,1.8,1.2,0.028,0.62,42,722,198,4,8,-5.300000000000001,114,122,4,141,0.286,59.15,77.53,0.95,0.14,883,0.8,206,2.1,6.7646,5.1745,273.0
85,Telus Spark,594148,220 ST GEORGES DR NE,28/11/2017 16:00,0.166,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-28 16:00:00,2017-11-28 16:00:00,2017,11,28,15,30,1.1,1.19,0.029,0.62,31,554,98,4,8,-5.1000000000000005,63,31,4,66,0.289,63.08,83.07000000000001,0.95,0.14,882,0.8,202,2.0,0.0,0.0,273.0
86,Telus Spark,594148,220 ST GEORGES DR NE,29/11/2017 8:00,0.206,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-29 08:00:00,2017-11-29 08:00:00,2017,11,29,7,30,-2.1,1.55,0.02,0.62,0,0,0,0,1,-6.5,0,0,0,0,0.324,71.8,96.96,0.9,0.14,887,0.5,274,3.0,0.0,0.0,273.0
87,Telus Spark,594148,220 ST GEORGES DR NE,29/11/2017 9:00,1.212,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-29 09:00:00,2017-11-29 09:00:00,2017,11,29,8,30,-1.5,1.52,0.019,0.62,12,302,19,0,1,-6.7,12,302,0,19,0.319,67.87,88.62,0.9,0.14,888,0.5,274,3.1,0.0,0.0,273.0
88,Telus Spark,594148,220 ST GEORGES DR NE,29/11/2017 10:00,1.158,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-29 10:00:00,2017-11-29 10:00:00,2017,11,29,9,30,0.1,1.47,0.018,0.62,30,647,120,0,1,-6.4,30,647,0,120,0.317,61.71,82.02,0.9,0.14,890,0.5,272,3.5,0.0,0.0,273.0
89,Telus Spark,594148,220 ST GEORGES DR NE,29/11/2017 11:00,2.711,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-29 11:00:00,2017-11-29 11:00:00,2017,11,29,10,30,1.8,1.43,0.018,0.62,39,793,220,0,0,-5.9,39,793,0,220,0.314,56.63,76.82000000000001,0.89,0.14,890,0.4,268,3.7,10.6029,8.1211,273.0
90,Telus Spark,594148,220 ST GEORGES DR NE,29/11/2017 12:00,4.479,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-29 12:00:00,2017-11-29 12:00:00,2017,11,29,11,30,3.2,1.38,0.016,0.62,42,854,283,0,1,-5.6000000000000005,42,854,0,283,0.313,52.58,73.58,0.89,0.14,891,0.4,268,3.9,14.0173,10.7987,273.0
91,Telus Spark,594148,220 ST GEORGES DR NE,29/11/2017 13:00,3.82,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-11-29 13:00:00,2017-11-29 13:00:00,2017,11,29,12,30,3.9,1.32,0.017,0.62,44,866,302,0,0,-5.800000000000001,44,866,0,302,0.312,49.19,72.62,0.9,0.14,891,0.4,270,4.0,15.0926,11.6449,273.0
92,Telus Spark,594148,220 ST GEORGES DR NE,29/11/2017 14:00,3.539,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-11-29 14:00:00,2017-11-29 14:00:00,2017,11,29,13,30,3.8,1.28,0.02,0.62,44,838,275,7,7,-6.1000000000000005,93,649,7,272,0.31,48.34,74.02,0.91,0.14,892,0.4,269,3.7,13.4181,10.3295,273.0
93,Telus Spark,594148,220 ST GEORGES DR NE,29/11/2017 15:00,4.855,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-11-29 15:00:00,2017-11-29 15:00:00,2017,11,29,14,30,2.7,1.27,0.02,0.62,39,758,201,7,8,-6.1000000000000005,105,242,7,157,0.308,52.14,77.66,0.92,0.14,892,0.5,267,3.0,7.5267,5.7561,273.0
94,Telus Spark,594148,220 ST GEORGES DR NE,29/11/2017 16:00,0.448,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-11-29 16:00:00,2017-11-29 16:00:00,2017,11,29,15,30,1.2000000000000002,1.27,0.022,0.62,29,591,99,7,6,-6.1000000000000005,51,8,7,52,0.308,58.29,83.18,0.92,0.14,892,0.5,266,2.8000000000000003,0.0,0.0,273.0
95,Telus Spark,594148,220 ST GEORGES DR NE,2/12/2017 8:00,1.842,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-02 08:00:00,2017-12-02 08:00:00,2017,12,2,7,30,-3.8,1.25,0.031,0.63,0,0,0,0,1,-6.6000000000000005,0,0,0,0,0.372,80.59,97.48,0.94,0.14,883,0.6000000000000001,255,1.6,0.0,0.0,273.0
96,Telus Spark,594148,220 ST GEORGES DR NE,2/12/2017 9:00,6.592,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-02 09:00:00,2017-12-02 09:00:00,2017,12,2,8,30,-3.6,1.29,0.027,0.63,0,0,0,7,8,-6.6000000000000005,0,0,7,0,0.373,79.73,89.10000000000001,0.93,0.14,883,0.5,257,1.8,0.0,0.0,273.0
97,Telus Spark,594148,220 ST GEORGES DR NE,2/12/2017 10:00,4.921,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-02 10:00:00,2017-12-02 10:00:00,2017,12,2,9,30,-2.2,1.32,0.025,0.63,30,606,109,7,8,-6.4,69,40,7,75,0.373,72.8,82.55,0.92,0.14,884,0.5,259,2.3000000000000003,0.0,0.0,273.0
98,Telus Spark,594148,220 ST GEORGES DR NE,2/12/2017 11:00,6.761,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-02 11:00:00,2017-12-02 11:00:00,2017,12,2,10,30,-0.3,1.33,0.024,0.63,40,755,206,0,0,-5.9,40,755,0,206,0.373,65.77,77.34,0.92,0.14,884,0.5,261,2.9000000000000004,9.8943,7.5711,273.0
99,Telus Spark,594148,220 ST GEORGES DR NE,2/12/2017 12:00,12.377,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-02 12:00:00,2017-12-02 12:00:00,2017,12,2,11,30,1.1,1.36,0.027,0.63,47,811,269,0,0,-6.1000000000000005,47,811,0,269,0.374,58.9,74.08,0.92,0.14,884,0.5,269,3.5,13.2628,10.2089,273.0
100,Telus Spark,594148,220 ST GEORGES DR NE,2/12/2017 13:00,8.162,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-02 13:00:00,2017-12-02 13:00:00,2017,12,2,12,30,1.8,1.38,0.031,0.63,49,820,288,0,0,-6.7,49,820,0,288,0.375,53.31,73.07000000000001,0.91,0.14,885,0.5,284,3.9,14.3327,11.0508,273.0
101,Telus Spark,594148,220 ST GEORGES DR NE,2/12/2017 14:00,4.559,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-02 14:00:00,2017-12-02 14:00:00,2017,12,2,13,30,1.8,1.39,0.033,0.63,48,793,261,0,0,-7.5,48,793,0,261,0.377,50.05,74.43,0.91,0.14,885,0.5,298,3.7,12.8276,9.868,273.0
102,Telus Spark,594148,220 ST GEORGES DR NE,2/12/2017 15:00,2.844,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-02 15:00:00,2017-12-02 15:00:00,2017,12,2,14,30,0.7000000000000001,1.39,0.031,0.63,41,725,192,1,1,-7.6,41,725,1,192,0.379,54.01,78.0,0.92,0.14,885,0.5,313,2.6,9.1885,7.0226,273.0
103,Telus Spark,594148,220 ST GEORGES DR NE,2/12/2017 16:00,0.339,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-02 16:00:00,2017-12-02 16:00:00,2017,12,2,15,30,-1.7000000000000002,1.42,0.033,0.63,29,550,92,0,1,-6.9,29,550,0,92,0.38,67.86,83.46000000000001,0.92,0.14,885,0.5,334,1.5,0.0,0.0,273.0
104,Telus Spark,594148,220 ST GEORGES DR NE,3/12/2017 8:00,0.383,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-03 08:00:00,2017-12-03 08:00:00,2017,12,3,7,30,-7.6,1.53,0.045,0.63,0,0,0,0,8,-11.6,0,0,0,0,0.347,72.89,97.65,0.92,0.14,883,0.5,324,2.3000000000000003,0.0,0.0,273.0
105,Telus Spark,594148,220 ST GEORGES DR NE,3/12/2017 9:00,2.949,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-03 09:00:00,2017-12-03 09:00:00,2017,12,3,8,30,-7.1000000000000005,1.57,0.047,0.63,0,0,0,7,8,-11.7,0,0,7,0,0.354,69.49,89.24,0.92,0.14,884,0.5,324,2.7,0.0,0.0,273.0
106,Telus Spark,594148,220 ST GEORGES DR NE,3/12/2017 10:00,5.441,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-03 10:00:00,2017-12-03 10:00:00,2017,12,3,9,30,-5.9,1.58,0.046,0.63,33,553,104,0,1,-11.5,33,553,0,104,0.361,64.62,82.71000000000001,0.92,0.14,885,0.5,326,3.0,0.0,0.0,273.0
107,Telus Spark,594148,220 ST GEORGES DR NE,3/12/2017 11:00,12.11,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-03 11:00:00,2017-12-03 11:00:00,2017,12,3,10,30,-4.2,1.57,0.041,0.63,45,729,203,0,0,-11.1,45,729,0,203,0.366,58.870000000000005,77.5,0.92,0.14,885,0.4,331,3.2,9.7408,7.4515,273.0
108,Telus Spark,594148,220 ST GEORGES DR NE,3/12/2017 12:00,15.009,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-03 12:00:00,2017-12-03 12:00:00,2017,12,3,11,30,-2.7,1.57,0.033,0.63,48,822,272,7,4,-10.9,153,21,7,159,0.368,53.47,74.23,0.91,0.14,885,0.3,341,3.3000000000000003,7.8287,6.0245,273.0
109,Telus Spark,594148,220 ST GEORGES DR NE,3/12/2017 13:00,11.301,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-03 13:00:00,2017-12-03 13:00:00,2017,12,3,12,30,-1.8,1.56,0.031,0.63,49,843,293,0,0,-11.1,49,843,0,293,0.367,49.19,73.21000000000001,0.9,0.14,885,0.3,350,3.3000000000000003,14.5625,11.2255,273.0
110,Telus Spark,594148,220 ST GEORGES DR NE,3/12/2017 14:00,6.345,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-03 14:00:00,2017-12-03 14:00:00,2017,12,3,13,30,-1.6,1.57,0.032,0.63,48,819,266,0,1,-11.5,48,819,0,266,0.363,47.02,74.55,0.9,0.14,886,0.3,355,3.2,13.0593,10.0441,273.0
111,Telus Spark,594148,220 ST GEORGES DR NE,3/12/2017 15:00,4.745,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-03 15:00:00,2017-12-03 15:00:00,2017,12,3,14,30,-2.6,1.58,0.036,0.63,43,739,195,7,4,-11.6,106,243,7,156,0.358,50.19,78.10000000000001,0.9,0.14,886,0.3,358,2.4000000000000004,7.4621,5.7022,273.0
112,Telus Spark,594148,220 ST GEORGES DR NE,3/12/2017 16:00,0.336,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-03 16:00:00,2017-12-03 16:00:00,2017,12,3,15,30,-4.9,1.6,0.04,0.63,30,545,92,7,4,-10.9,51,1,7,51,0.352,62.86,83.54,0.91,0.14,887,0.4,181,1.5,0.0,0.0,273.0
113,Telus Spark,594148,220 ST GEORGES DR NE,4/12/2017 8:00,0.77,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-04 08:00:00,2017-12-04 08:00:00,2017,12,4,7,30,-8.3,1.27,0.031,0.63,0,0,0,0,8,-15.6,0,0,0,0,0.295,55.48,97.81,0.94,0.14,894,0.5,286,2.8000000000000003,0.0,0.0,273.0
114,Telus Spark,594148,220 ST GEORGES DR NE,4/12/2017 9:00,6.241,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-04 09:00:00,2017-12-04 09:00:00,2017,12,4,8,30,-7.5,1.27,0.033,0.63,0,0,0,7,8,-15.2,0,0,7,0,0.291,54.11,89.38,0.94,0.14,895,0.6000000000000001,287,3.0,0.0,0.0,273.0
115,Telus Spark,594148,220 ST GEORGES DR NE,4/12/2017 10:00,16.132,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-04 10:00:00,2017-12-04 10:00:00,2017,12,4,9,30,-6.2,1.29,0.035,0.63,33,560,102,7,4,-14.6,46,1,7,46,0.288,51.38,82.87,0.94,0.14,895,0.6000000000000001,289,3.2,0.0,0.0,273.0
116,Telus Spark,594148,220 ST GEORGES DR NE,4/12/2017 11:00,13.507,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-04 11:00:00,2017-12-04 11:00:00,2017,12,4,10,30,-4.800000000000001,1.32,0.035,0.63,44,719,198,7,8,-13.9,96,18,7,100,0.286,49.05,77.65,0.94,0.14,895,0.6000000000000001,292,3.3000000000000003,4.7943,3.6665,273.0
117,Telus Spark,594148,220 ST GEORGES DR NE,4/12/2017 12:00,14.851,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-04 12:00:00,2017-12-04 12:00:00,2017,12,4,11,30,-3.5,1.36,0.03,0.63,48,796,263,0,1,-13.1,48,796,0,263,0.283,47.53,74.37,0.93,0.14,895,0.6000000000000001,292,3.2,12.9329,9.95,273.0
118,Telus Spark,594148,220 ST GEORGES DR NE,4/12/2017 13:00,13.62,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-04 13:00:00,2017-12-04 13:00:00,2017,12,4,12,30,-2.5,1.38,0.028,0.63,49,810,281,0,1,-12.2,49,810,0,281,0.282,47.14,73.34,0.93,0.14,894,0.7000000000000001,289,3.0,13.9493,10.7505,273.0
119,Telus Spark,594148,220 ST GEORGES DR NE,4/12/2017 14:00,11.915,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-04 14:00:00,2017-12-04 14:00:00,2017,12,4,13,30,-2.0,1.38,0.029,0.63,47,786,255,7,4,-11.4,155,88,7,178,0.282,48.47,74.66,0.93,0.14,894,0.7000000000000001,285,2.7,8.7304,6.7133,273.0
120,Telus Spark,594148,220 ST GEORGES DR NE,4/12/2017 15:00,4.244,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-04 15:00:00,2017-12-04 15:00:00,2017,12,4,14,30,-2.2,1.38,0.033,0.63,43,704,187,0,1,-10.7,43,704,0,187,0.285,52.11,78.19,0.94,0.14,894,0.7000000000000001,282,2.5,8.9414,6.8316,273.0
121,Telus Spark,594148,220 ST GEORGES DR NE,4/12/2017 16:00,0.28,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-04 16:00:00,2017-12-04 16:00:00,2017,12,4,15,30,-3.0,1.37,0.037,0.63,31,520,88,7,4,-10.3,27,0,7,27,0.288,57.27,83.61,0.94,0.14,894,0.7000000000000001,283,2.6,0.0,0.0,273.0
122,Telus Spark,594148,220 ST GEORGES DR NE,19/12/2017 11:00,4.642,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-19 11:00:00,2017-12-19 11:00:00,2017,12,19,10,30,-7.0,1.29,0.039,0.63,46,668,171,4,8,-10.3,82,5,4,83,0.379,77.5,79.2,0.94,0.8,890,0.6000000000000001,75,2.6,3.957,3.0184,273.0
123,Telus Spark,594148,220 ST GEORGES DR NE,19/12/2017 12:00,1.977,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-19 12:00:00,2017-12-19 12:00:00,2017,12,19,11,30,-6.9,1.32,0.051,0.63,58,727,238,4,6,-9.6,65,0,4,65,0.38,80.95,75.71000000000001,0.95,0.8,890,0.6000000000000001,86,3.0,3.1594,2.4249,273.0
124,Telus Spark,594148,220 ST GEORGES DR NE,19/12/2017 13:00,1.206,https://monitoringpublic.solaredge.com/solaredge-web/p/site/public?name=TELUS%20Spark,27/11/2017,5941482017-12-19 13:00:00,2017-12-19 13:00:00,2017,12,19,12,30,-7.0,1.29,0.071,0.63,68,717,261,4,8,-9.7,85,1,4,85,0.381,81.23,74.42,0.96,0.8,889,0.6000000000000001,93,3.2,4.178,3.2141,273.0
